name,source,old,new,pct,bucket,evidence
Hazirawn,Hoard of the Dragon Queen,82908.38,109897.9,32.55,intended-913/q7b,family-min weapon_bonus=1 type=M
Dagger of the Ogre Mage,The Griffon's Saddlebag: Book One,447.34,592.69,32.49,intended-913/q7b,family-min weapon_bonus=1 type=M
Stonebreaker's Breastplate,Bigby Presents: Glory of the Giants,72078.09,48689.89,32.45,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ice Sickle,The Griffon's Saddlebag: Book One,2844.27,3763.09,32.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Nimbus, First Staff of the Thunderbirds",The Griffon's Saddlebag: Book Two,368935.91,250000.0,32.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Half Plate Armor,The Book of Many Things,7527.55,5106.15,32.17,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Familiar Figurine,Monsters of Drakkenheim,1302.71,883.89,32.15,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Salamander Flame Gauntlets,The Griffon's Saddlebag: Book Two,8840.78,5998.76,32.15,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wayfarer's Boots,Bigby Presents: Glory of the Giants,5726.72,3886.71,32.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stirring Dragon's Wrath Vertebrae Sword,Fizban's Treasury of Dragons,9758.0,12881.92,32.01,intended-913/q7b,family-min weapon_bonus=1 type=M
Cane of Phillip Druskenvald (Rare),The Crooked Moon,6280.23,8289.3,31.99,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragonlance Lance,Fizban's Treasury of Dragons,96298.11,126682.66,31.55,intended-913/q7b,family-min weapon_bonus=3 type=M
Dragonlance Pike,Fizban's Treasury of Dragons,103879.21,136655.78,31.55,intended-913/q7b,family-min weapon_bonus=3 type=M
Ruin Card,The Book of Many Things,58559.65,40136.53,31.46,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sun Card,The Book of Many Things,58559.65,40136.53,31.46,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Solar's Sight,The Griffon's Saddlebag: Book Two,7010.16,4810.69,31.38,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Belt of the Weald,Humblewood Tales,1316.38,903.59,31.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Eaglereign,The Griffon's Saddlebag: Book One,1316.38,903.59,31.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring Mail of Safeguarding,Bigby Presents: Glory of the Giants,17592.08,12086.61,31.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Chain Mail of Safeguarding,Bigby Presents: Glory of the Giants,19083.92,13122.82,31.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gorget of the Holy Soldier,The Griffon's Saddlebag: Book Two,99573.92,130670.79,31.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rogue's Mantle,The Book of Many Things,9993.46,6880.75,31.15,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Splint Armor of Safeguarding,Bigby Presents: Glory of the Giants,19875.96,13687.05,31.14,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Double-Bladed Scimitar Between Worlds,Monsters of Drakkenheim,36336.76,25025.7,31.13,intended-913/q7b,family-min weapon_bonus=2 type=M
Greatsword Between Worlds,Monsters of Drakkenheim,37637.82,25921.77,31.13,intended-913/q7b,family-min weapon_bonus=2 type=M
Longsword Between Worlds,Monsters of Drakkenheim,34695.0,23895.0,31.13,intended-913/q7b,family-min weapon_bonus=2 type=M
Rapier Between Worlds,Monsters of Drakkenheim,33734.63,23233.58,31.13,intended-913/q7b,family-min weapon_bonus=2 type=M
Scimitar Between Worlds,Monsters of Drakkenheim,33393.94,22998.94,31.13,intended-913/q7b,family-min weapon_bonus=2 type=M
Shortsword Between Worlds,Monsters of Drakkenheim,32433.57,22337.52,31.13,intended-913/q7b,family-min weapon_bonus=2 type=M
Arc of the Alicorn,The Griffon's Saddlebag: Book Two,23052.7,30226.94,31.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Monster Hunter's Vertebrae Sword +1,Monsters of Drakkenheim,11208.69,7723.73,31.09,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Plate Armor,The Book of Many Things,8324.3,5750.5,30.92,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shovel of Yorgrim (Very Rare),The Crooked Moon,31024.23,21448.36,30.87,intended-913/q7b,family-min weapon_bonus=2 type=M
Greaves of Dendallen,The Griffon's Saddlebag: Book One,2820.87,3691.26,30.86,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Docent,Eberron: Rising from the Last War,5311.08,3673.3,30.84,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hide of the Brimstone Behemoth (Legendary),The Crooked Moon,60473.63,41853.17,30.79,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rings of the True Companions,The Griffon's Saddlebag: Book Two,6379.71,4420.16,30.72,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Leonora's Throne of Indolence,Valda's Spire of Secrets: Player Pack,18638.77,12919.75,30.68,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cloak of the Raven,Book of Ebon Tides,3245.21,4237.79,30.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Planchette of Adela Druskenvald (Legendary),The Crooked Moon,72620.21,50412.24,30.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Soulbond Stone,Grim Hollow: Campaign Guide (2024/Transformed),5982.56,4156.6,30.52,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stormgirdle (Exalted),Explorer's Guide to Wildemount,116110.55,80675.04,30.52,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Flood Pauldron,The Griffon's Saddlebag: Book Two,958.07,1250.09,30.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Grasping Staff,The Griffon's Saddlebag: Book Two,22997.01,16001.86,30.42,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Plate Armor of Safeguarding,Bigby Presents: Glory of the Giants,21196.75,14780.03,30.27,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Harp of Gilded Plenty,Bigby Presents: Glory of the Giants,54668.0,38128.56,30.25,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Houseward (Legendary),Exploring Eberron (2024),61079.65,42656.53,30.16,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mustard Painted Stone,Tales from the Shadows,1284.75,897.43,30.15,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragon Tamer Lance,The Griffon's Saddlebag: Book One,101415.08,70928.18,30.06,intended-913/q7b,family-min weapon_bonus=1 type=M
Magentan Sun-Saw (Uncommon),The Griffon's Saddlebag: Book Two,3345.94,4347.79,29.94,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shard of the Ise Rune,Storm King's Thunder,14513.78,10181.63,29.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Orb of the Stein Rune,Storm King's Thunder,4985.05,3504.65,29.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Thunderous Flail,The Griffon's Saddlebag: Book One,11370.96,8009.32,29.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of the Barrow King (Very Rare),The Crooked Moon,25035.05,17643.59,29.52,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scroll of the Jester,The Griffon's Saddlebag: Book Two,5720.19,4033.28,29.49,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Eye of the White Worm (Rare),The Crooked Moon,7679.06,5415.47,29.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Warrior's Passkey,The Book of Many Things,5223.43,3684.32,29.47,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Blood Moon Blade,The Griffon's Saddlebag: Book Two,7841.33,10148.32,29.42,intended-913/q7b,family-min weapon_bonus=1 type=M
Gloves of Mimicry,The Griffon's Saddlebag: Book Two,22162.55,15647.78,29.4,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Arcanist's Bowstaff,The Griffon's Saddlebag: Book One,20465.37,14462.22,29.33,intended-913/q7b,family-min weapon_bonus=2 type=M
Blade of Forlorn Hope,Where Evil Lives: The MCDM Book of Boss Battles,77755.33,100530.66,29.29,intended-913/q7b,family-min weapon_bonus=2 type=M
Mindmaster's Monocle,The Griffon's Saddlebag: Book Two,22231.13,15723.77,29.27,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Harkon's Bite,Ravenloft: The Horrors Within,835.34,592.68,29.05,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Clockwork Earwig,The Griffon's Saddlebag: Book Two,1145.21,813.89,28.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Silken Socks of Slickening,The Griffon's Saddlebag: Book One,1145.21,813.89,28.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Harp of Valor,The Griffon's Saddlebag: Book One,19696.81,14031.13,28.76,intended-913/q7b,family-min weapon_bonus=2 type=R
Doubloon Diver's Goggles,The Griffon's Saddlebag: Book Two,802.87,1033.34,28.71,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Breastplate of Kamvuul Norek,Exploring Eberron (2024),131616.57,93843.78,28.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Anglerfish Helm,Obojima: Tales from the Tall Grass,1395.13,998.09,28.46,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Quiver of Energy,Exploring Eberron (2024),2770.91,3555.8,28.33,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shock and Ore,Frontiers of Eberron: Quickstone,12418.04,15934.74,28.32,intended-913/q7b,family-min weapon_bonus=1 type=M
Dwarven Thrower,Dungeon Master's Guide (2024),14460.74,10370.01,28.29,intended-913/q7b,family-min weapon_bonus=3 type=M
Enzymatic Gastrostaff,The Griffon's Saddlebag: Book Two,21662.27,15538.15,28.27,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Staff of the Reverent Warrior,The Griffon's Saddlebag: Book One,11996.84,8628.95,28.07,intended-913/q7b,family-min weapon_bonus=2 type=M
Hat of Many Spells,Dungeon Master's Guide (2024),20241.63,14565.79,28.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boots of Dendallen,The Griffon's Saddlebag: Book One,19406.04,13975.42,27.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragon Turtle Barding,The Griffon's Saddlebag: Book Two,10437.09,13356.4,27.97,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Heavy Golem Armor,The Griffon's Saddlebag: Book Two,10370.66,7472.38,27.95,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sage Card,The Book of Many Things,55672.15,40136.53,27.91,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dagger of First Light,The Griffon's Saddlebag: Book Two,857.14,1093.96,27.63,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Robes of Beaurêve (legendary),Heliana's Guide to Monster Hunting,68319.63,49445.85,27.63,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Vertebrae Sword Jaw Breakers (rare),Heliana's Guide to Monster Hunting,9775.46,12475.46,27.62,intended-913/q7b,family-min weapon_bonus=1 type=M
Cane of Phillip Druskenvald (Legendary),The Crooked Moon,62168.61,79209.67,27.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Spire Seed,The Griffon's Saddlebag: Book One,41005.67,52245.91,27.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Red Queen's Burden,The Griffon's Saddlebag: Book Two,71621.31,91207.2,27.35,intended-913/q7b,family-min weapon_bonus=1 type=M
Dream Saber,The Griffon's Saddlebag: Book Two,4581.13,5827.61,27.21,intended-913/q7b,family-min weapon_bonus=1 type=M
Gloves of the Great Badger,The Griffon's Saddlebag: Book Two,958.07,1218.59,27.19,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Horn of the Endless Maze,Waterdeep: Dungeon of the Mad Mage,4627.45,5882.94,27.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Watchful Helm,Candlekeep Mysteries,20863.46,15205.36,27.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lightning Khopesh,The Griffon's Saddlebag: Book Two,9604.77,7012.2,26.99,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mawling Maul (rare),Heliana's Guide to Monster Hunting,9604.77,7012.2,26.99,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Viper Khopesh,The Griffon's Saddlebag: Book Two,8646.79,6313.48,26.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bulette Torpedo,The Griffon's Saddlebag: Book Two,25687.78,32609.76,26.95,intended-913/q7b,family-min weapon_bonus=2 type=M
Sword of Resonance,The Griffon's Saddlebag: Book One,8621.56,6299.05,26.94,intended-913/q7b,family-min weapon_bonus=2 type=M
Mythcarver (Exalted),Tal'Dorei Campaign Setting Reborn,57407.42,42029.61,26.79,intended-913/q7b,family-min weapon_bonus=3 type=M
"Arista, Wand of the Spire",The Griffon's Saddlebag: Book Two,353545.88,259649.44,26.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Starmetal Striker,The Griffon's Saddlebag: Book One,7226.84,9144.89,26.54,intended-913/q7b,family-min weapon_bonus=2 type=M
Helm of the Broken Dragon,The Griffon's Saddlebag: Book Two,10980.53,8067.78,26.53,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Balloon Pack,Princes of the Apocalypse,842.11,618.98,26.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Banjo of Ol' Jericho Sticks (Legendary),The Crooked Moon,47637.99,60247.28,26.47,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bell of the Dusk Mother (Legendary),The Crooked Moon,47637.99,60247.28,26.47,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Magentan Sun-Saw (Very Rare),The Griffon's Saddlebag: Book Two,27611.06,20313.72,26.43,intended-913/q7b,family-min weapon_bonus=2 type=M
Indorius's Crown (Adept),Grim Hollow: Campaign Guide (2024/Transformed),339758.1,250000.0,26.42,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Indorius's Crown (Aspirant),Grim Hollow: Campaign Guide (2024/Transformed),339758.1,250000.0,26.42,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Indorius's Crown (Master),Grim Hollow: Campaign Guide (2024/Transformed),339758.1,250000.0,26.42,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Charred Wand of Magic Missiles,Waterdeep: Dragon Heist,2454.17,1807.28,26.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hexaxe,The Griffon's Saddlebag: Book One,1552.08,1146.22,26.15,intended-913/q7b,family-min weapon_bonus=1 type=M
Reliquary of Holy Memories (Uncommon),The Griffon's Saddlebag: Book Two,1730.92,1279.63,26.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Topaz Annihilator,Fizban's Treasury of Dragons,58197.55,43062.72,26.01,intended-913/q7b,spell_battery_max_level=6
Luck Glaive,Dungeon Master's Guide (2024),220282.76,163020.55,25.99,intended-913/q7b,family-min weapon_bonus=1 type=M
Luck Greatsword,Dungeon Master's Guide (2024),228170.13,168857.62,25.99,intended-913/q7b,family-min weapon_bonus=1 type=M
Luck Longsword,Dungeon Master's Guide (2024),210330.0,155655.0,25.99,intended-913/q7b,family-min weapon_bonus=1 type=M
Luck Rapier,Dungeon Master's Guide (2024),204508.01,151346.43,25.99,intended-913/q7b,family-min weapon_bonus=1 type=M
Luck Scimitar,Dungeon Master's Guide (2024),202442.62,149817.94,25.99,intended-913/q7b,family-min weapon_bonus=1 type=M
Luck Shortsword,Dungeon Master's Guide (2024),196620.63,145509.37,25.99,intended-913/q7b,family-min weapon_bonus=1 type=M
Luck Sickle,Dungeon Master's Guide (2024),196620.63,145509.37,25.99,intended-913/q7b,family-min weapon_bonus=1 type=M
"Ignacious, the Sword of Burning Truth",Dungeons of Drakkenheim,133324.37,167965.66,25.98,intended-913/q7b,family-min weapon_bonus=3 type=M
Shard Solitaire (Rainbow Pearl),Keys from the Golden Vault,95788.99,70928.39,25.95,intended-913/q7b,name pattern Shard Solitaire
Slumbering Dragon's Wrath Repeater Needler,Fizban's Treasury of Dragons,911.25,675.0,25.93,intended-913/q7b,name pattern Repeater Needler
War Horn of Valor,Bigby Presents: Glory of the Giants,4355.71,5484.75,25.92,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dazzling Vertebrae Sword,Eberron: Forge of the Artificer,11882.85,8812.87,25.84,intended-913/q7b,family-min weapon_bonus=1 type=M
Wand of Puppetry,The Griffon's Saddlebag: Book Two,20491.93,15205.4,25.8,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Warp Anchor,The Griffon's Saddlebag: Book Two,14252.24,10579.48,25.77,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Monocle of Clarity,The Griffon's Saddlebag: Book One,4586.78,5760.39,25.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of the Poltergeist,Grim Hollow: Campaign Guide (2024/Transformed),20435.78,15205.4,25.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Drive Shaft of Verdict,The Griffon's Saddlebag: Book Two,2147.54,1600.94,25.45,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Corpse Slayer Vertebrae Sword,Explorer's Guide to Wildemount,6500.76,8141.98,25.25,intended-913/q7b,family-min weapon_bonus=1 type=M
