name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price
+3 Halberd,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20halberd_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,halberd +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.08103826219656114,15327.505648709332,
+3 Half Plate Armor,XDMG,legendary,MA|XPHB,,none,https://5e.tools/items.html#+3%20half%20plate%20armor_xdmg,,,,,,3.0,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,15.0,,,,,,,False,False,True,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,,0.0,,0.0,0,0,False,0.0,half plate armor +3,29700.0,30000.0,,29850.0,"DSA,MSRP",multi,,3.0,,0.0,0.0,29850.0,rule,True,1,0.0100502512562814,anchor,+3 Armor,29850.0,0.14285714285714285,31129.285714285717,
+3 Hand Claws,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20hand%20claws_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hand claws +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.29740434450859715,13628.633387828373,
+3 Hand Crossbow,XDMG,very_rare,R|XPHB,,none,https://5e.tools/items.html#+3%20hand%20crossbow_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'L|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hand crossbow +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.25,13841.436926605506,
+3 Handaxe,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20handaxe_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,handaxe +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.29740434450859715,13628.633387828373,
+3 Heavy Crossbow,XDMG,very_rare,R|XPHB,,none,https://5e.tools/items.html#+3%20heavy%20crossbow_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,heavy crossbow +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.20948086890171944,15904.099239865518,
+3 Hide Armor,XDMG,legendary,MA|XPHB,,none,https://5e.tools/items.html#+3%20hide%20armor_xdmg,,,,,,3.0,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,12.0,,,,,,,False,False,False,,,,[],[],MA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hide armor +3,29700.0,30000.0,,29850.0,"DSA,MSRP",multi,,3.0,,0.0,0.0,29850.0,rule,True,1,0.0100502512562814,anchor,+3 Armor,29850.0,-0.2857142857142857,27291.42857142857,
+3 Hooked Shortspear,XDMG,very_rare,M,,none,https://5e.tools/items.html#+3%20hooked%20shortspear_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hooked shortspear +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.29740434450859715,13628.633387828373,
+3 Hoopak,XDMG,very_rare,M,,none,https://5e.tools/items.html#+3%20hoopak_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A', 'F', 'S', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,hoopak +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.29740434450859715,13628.633387828373,
+3 Iron Tea Kettle,XDMG,very_rare,M,,none,https://5e.tools/items.html#+3%20iron%20tea%20kettle_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,iron tea kettle +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.04740434450859715,14750.912057553143,
+3 Javelin,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20javelin_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,javelin +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.29740434450859715,13628.633387828373,
+3 Knightly Lance,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20knightly%20lance_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Mom|GrimHollowPG24', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,knightly lance +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.33103826219656113,16449.784318434104,
+3 Knightly Sword,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20knightly%20sword_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,knightly sword +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.0,14963.715596330276,
+3 Lance,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20lance_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', {'uid': '2H|XPHB', 'note': 'unless mounted'}]",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,8.0,0.0,,0.0,0,0,False,0.0,lance +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.08103826219656114,15327.505648709332,
+3 Leather Armor,XDMG,legendary,LA|XPHB,,none,https://5e.tools/items.html#+3%20leather%20armor_xdmg,,,,,,3.0,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,11.0,,,,,,,False,False,False,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,leather armor +3,29700.0,30000.0,,29850.0,"DSA,MSRP",multi,,3.0,,0.0,0.0,29850.0,rule,True,1,0.0100502512562814,anchor,+3 Armor,29850.0,-0.42857142857142855,26012.14285714286,
+3 Leather Jerkin,Pugilist2024,legendary,,,none,https://5e.tools/items.html#+3%20leather%20jerkin_pugilist2024,,,,,,3.0,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,leather jerkin +3,,,,,,none,,3.0,,0.0,0.0,62000.0,rule,False,1,,rule,,,,,
+3 Light Crossbow,XDMG,very_rare,R|XPHB,,none,https://5e.tools/items.html#+3%20light%20crossbow_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,light crossbow +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.059722411049885495,15231.816348433564,
+3 Light Hammer,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20light%20hammer_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,light hammer +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.29740434450859715,13628.633387828373,
+3 Light Repeating Crossbow,XDMG,very_rare,R,,none,https://5e.tools/items.html#+3%20light%20repeating%20crossbow_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A', '2H']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,light repeating crossbow +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.059722411049885495,15231.816348433564,
+3 Lom Lom Dagger,XDMG,very_rare,M,,none,https://5e.tools/items.html#+3%20lom%20lom%20dagger_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'L', 'T']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,lom lom dagger +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.3784426067051583,13264.843335449317,
+3 Longbow,XDMG,very_rare,R|XPHB,,none,https://5e.tools/items.html#+3%20longbow_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,longbow +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.04740434450859715,14750.912057553143,
+3 Longsword,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20longsword_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,longsword +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,0.0,14963.715596330276,
+3 Mace,XDMG,very_rare,M|XPHB,,none,https://5e.tools/items.html#+3%20mace_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,mace +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,14950.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,14963.715596330276,-0.21636608231203602,13992.423440207427,
+3 Master Alchemist's Supplies,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20alchemist's%20supplies_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,0.0,master alchemists supplies +3,,,,,,none,,,,0.0,0.0,19874.03674957283,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.2920296742201792,20708.073499145663,19874.03674957283
+3 Master Brewer's Supplies,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20brewer's%20supplies_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,0.0,master brewers supplies +3,,,,,,none,,,,0.0,0.0,20083.04658290395,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.36521238897197067,21126.0931658079,20083.04658290395
+3 Master Calligrapher's Supplies,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20calligrapher's%20supplies_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,0.0,master calligraphers supplies +3,,,,,,none,,,,0.0,0.0,19040.0,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.0,19040.0,19040.0
+3 Master Carpenter's Tools,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20carpenter's%20tools_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,20.0,0.0,,0.0,0,0,False,0.0,master carpenters tools +3,,,,,,none,,,,0.0,0.0,19363.535541309582,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.11328275255937834,19687.071082619168,19363.535541309582
+3 Master Cartographer's Tools,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20cartographer's%20tools_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,0.0,master cartographers tools +3,,,,,,none,,,,0.0,0.0,19363.535541309582,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.11328275255937834,19687.071082619168,19363.535541309582
+3 Master Cobbler's Tools,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20cobbler's%20tools_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,10.0,0.0,,0.0,0,0,False,0.0,master cobblers tools +3,,,,,,none,,,,0.0,0.0,19040.0,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.0,19040.0,19040.0
+3 Master Cook's Utensils,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20cook's%20utensils_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,0.0,master cooks utensils +3,,,,,,none,,,,0.0,0.0,19874.03674957283,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.2920296742201792,20708.073499145663,19874.03674957283
+3 Master Glassblower's Tools,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20glassblower's%20tools_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,0.0,master glassblowers tools +3,,,,,,none,,,,0.0,0.0,19040.0,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,0.0,19040.0,19040.0
+3 Master Jeweler's Tools,ExploringEberron24,very_rare,AT|XPHB,,class,https://5e.tools/items.html#+3%20master%20jeweler's%20tools_exploringeberron24,,by a Character Proficient with the Tool,,,,,,,,3.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,15.0,0.0,,0.0,0,0,False,0.0,master jewelers tools +3,,,,,,none,,,,0.0,0.0,17414.01224985761,rule+variant,True,1,,rule,+3 Tools of the Master,19040.0,-0.5693234419266069,15788.024499715222,17414.01224985761
