"Name","Source","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Source","Has Reference"
"Drow +1 Mattock","MM","M","Rare","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Maul","MM","M|XPHB","Rare","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Military Fork","MM","M|XPHB","Rare","No","749.73","749 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Morningstar","MM","M|XPHB","Rare","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Musket","MM","R|XPHB","Rare","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Nakudama Bubble Rod","MM","R","Rare","No","714.99","714 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Padded Armor","MM","LA|XPHB","Rare","No","5346.43","5,346 gp","Algorithm","True"
"Drow +1 Parlor Gun","MM","R|XPHB","Rare","No","714.99","714 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Parrying Dagger","MM","M|XPHB","Rare","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Pike","MM","M|XPHB","Rare","No","738.09","738 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Pistol","MM","R|XPHB","Rare","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Plate Armor","MM","HA|XPHB","Rare","No","6171.43","6,171 gp","Algorithm","True"
"Drow +1 Polearm","MM","M|XPHB","Rare","No","752.97","752 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Pump Shotgun","MM","R|XPHB","Rare","No","766.79","766 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Punch Knife","MM","M|XPHB","Rare","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Punching Dagger","MM","M|XPHB","Rare","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Quarterstaff","MM","M|XPHB","Rare","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Rapier","MM","M|XPHB","Rare","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Repeater Crossbow","MM","R|XPHB","Rare","No","730.54","730 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Repeater Crossbow, Hand","MM","R|XPHB","Rare","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Repeater Crossbow, Heavy","MM","R|XPHB","Rare","No","738.93","738 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Repeater Needler","MM","R|XPHB","Rare","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Repeater Slinger","MM","R|XPHB","Rare","No","732.55","732 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Returning Club","MM","M|XPHB","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Ring Mail","MM","HA|XPHB","Rare","No","5700.0","5,700 gp","Algorithm","True"
"Drow +1 Ring-Mail","MM","HA","Rare","No","5817.86","5,817 gp","Algorithm","True"
"Drow +1 Sabre","MM","M|XPHB","Rare","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Scale Armour","MM","MA","Rare","No","5700.0","5,700 gp","Algorithm","True"
"Drow +1 Scale Mail","MM","MA|XPHB","Rare","No","5700.0","5,700 gp","Algorithm","True"
"Drow +1 Scimitar","MM","M|XPHB","Rare","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Secret Stone Sword","MM","M","Rare","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Sheathed Staff","MM","M|XPHB","Rare","No","711.18","711 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Shepherd Crook","MM","M","Rare","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Shortbow","MM","R|XPHB","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Shortsword","MM","M|XPHB","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Shovel","MM","M","Rare","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Sickle","MM","M|XPHB","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Side-handle Baton","MM","M|XPHB","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Sling","MM","R|XPHB","Rare","No","706.88","706 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Sniper Rifle","MM","R|XPHB","Rare","No","767.86","767 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Spear","MM","M|XPHB","Rare","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Spiked Armor","MM","MA","Rare","No","5700.0","5,700 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Splint Armor","MM","HA|XPHB","Rare","No","6053.57","6,053 gp","Algorithm","True"
"Drow +1 Staff","MM","M","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Studded Leather Armor","MM","LA|XPHB","Rare","No","5264.29","5,264 gp","Algorithm","True"
"Drow +1 Submachine Gun","MM","R|XPHB","Rare","No","729.31","729 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Sword","MM","M","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Tapper Sack","MM","M","Rare","No","709.73","709 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Trident","MM","M|XPHB","Rare","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Umbrella","MM","M","Rare","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Vaulter's Axe","MM","M","Rare","No","736.63","736 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Vertebrae Sword","MM","M","Rare","No","714.99","714 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 War Pick","MM","M|XPHB","Rare","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Warhammer","MM","M|XPHB","Rare","No","727.85","727 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Weapon","MM","GV|DMG","Rare","No","1536.39","1,536 gp","Algorithm","False"
"Drow +1 Whip","MM","M|XPHB","Rare","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Wrath Axe","MM","M|XPHB","Rare","No","752.97","752 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Wrath Maul","MM","M|XPHB","Rare","No","754.76","754 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +1 Yklwa","MM","M","Rare","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Arbalest","MM","R|XPHB","Very Rare","No","3550.34","3,550 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Armor","MM","GV|DMG","Very Rare","No","13486.95","13,486 gp","Algorithm","False"
"Drow +2 Assault Rifle","MM","R|XPHB","Very Rare","No","3510.98","3,510 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Axe","MM","M","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Battle Axe","MM","M","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Battleaxe","MM","M|XPHB","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Bellow Flute","MM","M","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Blackpowder Pistol","MM","R|XPHB","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Blackpowder Rifle","MM","R|XPHB","Very Rare","No","3524.35","3,524 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Blowgun","MM","R|XPHB","Very Rare","No","3353.04","3,353 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Blunderbuss","MM","R|XPHB","Very Rare","No","3539.55","3,539 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Blunderbuss, Hand","MM","R|XPHB","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Boat Oar","MM","M","Very Rare","No","3430.99","3,430 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Boomerang","MM","M","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Brass Knuckles","MM","M|XPHB","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Breastplate","MM","MA|XPHB","Very Rare","No","17500.0","17,500 gp","Algorithm","True"
"Drow +2 Butterfly Staff","MM","M","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Candlemaker's Club","MM","M","Very Rare","No","3524.35","3,524 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Cannon","MM","R|XPHB","Very Rare","No","3726.07","3,726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Catchpole","MM","M|XPHB","Very Rare","No","3328.37","3,328 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Cavalry Flail","MM","M|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Cavalry Hammer","MM","M|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Cavalry Pick","MM","M|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Chain Mail","MM","HA|XPHB","Very Rare","No","18450.0","18,450 gp","Algorithm","True"
"Drow +2 Chain Shirt","MM","MA|XPHB","Very Rare","No","17125.0","17,125 gp","Algorithm","True"
"Drow +2 Chakram","MM","M|XPHB","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Claymore","MM","M|XPHB","Very Rare","No","3510.98","3,510 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Club","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Composite Longbow","MM","R|XPHB","Very Rare","No","3379.02","3,379 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Composite Shortbow","MM","R|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Dagger","MM","M|XPHB","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Dandelion Spear","MM","M","Very Rare","No","3420.21","3,420 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Dart","MM","R|XPHB","Very Rare","No","3216.07","3,216 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Double Blade","MM","M|XPHB","Very Rare","No","3328.37","3,328 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Double Spear","MM","M|XPHB","Very Rare","No","3320.01","3,320 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Double-Barrel Shotgun","MM","R|XPHB","Very Rare","No","3515.99","3,515 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Double-Bladed Scimitar","MM","M","Very Rare","No","3420.21","3,420 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Dragon Pistol","MM","R|XPHB","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Dragon Rifle","MM","R|XPHB","Very Rare","No","3490.01","3,490 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Drive Shaft","MM","M","Very Rare","No","3635.34","3,635 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Elite Rapier","MM","M|XPHB","Very Rare","No","3379.02","3,379 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Fan","MM","M","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Field Spear","MM","M","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Fighting Chain","MM","M|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Fighting Chain, Brutal","MM","M|XPHB","Very Rare","No","3335.21","3,335 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Fighting Chain, Hook","MM","M|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Fighting Chain, Sickle","MM","M|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Flail","MM","M|XPHB","Very Rare","No","3379.02","3,379 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Flame Bellows","MM","R|XPHB","Very Rare","No","3527.93","3,527 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Flare Gun","MM","R|XPHB","Very Rare","No","3438.04","3,438 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Frying Pan","MM","M","Very Rare","No","3335.21","3,335 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Gatling Gun","MM","R|XPHB","Very Rare","No","3619.04","3,619 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Gladiator Net","MM","M|XPHB","Very Rare","No","3328.37","3,328 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Glaive","MM","M|XPHB","Very Rare","No","3420.21","3,420 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Greataxe","MM","M|XPHB","Very Rare","No","3510.98","3,510 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Greatclub","MM","M|XPHB","Very Rare","No","3439.35","3,439 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Greatsword","MM","M|XPHB","Very Rare","No","3505.21","3,505 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Guardian Poleaxe","MM","M|XPHB","Very Rare","No","3435.4","3,435 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Halberd","MM","M|XPHB","Very Rare","No","3420.21","3,420 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Half Plate Armor","MM","MA|XPHB","Very Rare","No","18075.0","18,075 gp","Algorithm","True"
"Drow +2 Hammer","MM","M","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Hand Claws","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Hand Crossbow","MM","R|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Handaxe","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Handgun","MM","R|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Heavy Crossbow","MM","R|XPHB","Very Rare","No","3461.39","3,461 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Heavy Hammer","MM","M","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Hide Armor","MM","MA|XPHB","Very Rare","No","16750.0","16,750 gp","Algorithm","True"
"Drow +2 Hooked Shortspear","MM","M","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Hoopak","MM","M","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Iron Tea Kettle","MM","M","Very Rare","No","3379.02","3,379 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Javelin","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Knightly Lance","MM","M|XPHB","Very Rare","No","3505.21","3,505 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Knightly Sword","MM","M|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Lance","MM","M|XPHB","Very Rare","No","3420.21","3,420 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Leather Armor","MM","LA|XPHB","Very Rare","No","16375.0","16,375 gp","Algorithm","True"
"Drow +2 Leather Corslet","MM","LA","Very Rare","No","16750.0","16,750 gp","Algorithm","True"
"Drow +2 Leather Shirt","MM","LA","Very Rare","No","16375.0","16,375 gp","Algorithm","True"
"Drow +2 Light Crossbow","MM","R|XPHB","Very Rare","No","3413.37","3,413 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Light Hammer","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Light Repeating Crossbow","MM","R","Very Rare","No","3413.37","3,413 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Lom Lom Dagger","MM","M","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Long Sword","MM","M","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Longbow","MM","R|XPHB","Very Rare","No","3379.02","3,379 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Longsword","MM","M|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Mace","MM","M|XPHB","Very Rare","No","3320.01","3,320 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Magnum","MM","R|XPHB","Very Rare","No","3590.21","3,590 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Mattock","MM","M","Very Rare","No","3524.35","3,524 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Maul","MM","M|XPHB","Very Rare","No","3524.35","3,524 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Military Fork","MM","M|XPHB","Very Rare","No","3515.99","3,515 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Morningstar","MM","M|XPHB","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Musket","MM","R|XPHB","Very Rare","No","3524.35","3,524 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Nakudama Bubble Rod","MM","R","Very Rare","No","3353.04","3,353 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Padded Armor","MM","LA|XPHB","Very Rare","No","16575.0","16,575 gp","Algorithm","True"
"Drow +2 Parlor Gun","MM","R|XPHB","Very Rare","No","3353.04","3,353 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Parrying Dagger","MM","M|XPHB","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Pike","MM","M|XPHB","Very Rare","No","3461.39","3,461 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Pistol","MM","R|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Plate Armor","MM","HA|XPHB","Very Rare","No","19200.0","19,200 gp","Algorithm","True"
"Drow +2 Polearm","MM","M|XPHB","Very Rare","No","3531.19","3,531 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Pump Shotgun","MM","R|XPHB","Very Rare","No","3595.98","3,595 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Punch Knife","MM","M|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Punching Dagger","MM","M|XPHB","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Quarterstaff","MM","M|XPHB","Very Rare","No","3320.01","3,320 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Rapier","MM","M|XPHB","Very Rare","No","3379.02","3,379 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Repeater Crossbow","MM","R|XPHB","Very Rare","No","3425.98","3,425 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Repeater Crossbow, Hand","MM","R|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Repeater Crossbow, Heavy","MM","R|XPHB","Very Rare","No","3465.34","3,465 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Repeater Needler","MM","R|XPHB","Very Rare","No","3394.22","3,394 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Repeater Slinger","MM","R|XPHB","Very Rare","No","3435.4","3,435 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Returning Club","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Ring Mail","MM","HA|XPHB","Very Rare","No","17700.0","17,700 gp","Algorithm","True"
"Drow +2 Ring-Mail","MM","HA","Very Rare","No","18075.0","18,075 gp","Algorithm","True"
"Drow +2 Sabre","MM","M|XPHB","Very Rare","No","3379.02","3,379 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Scale Armour","MM","MA","Very Rare","No","17700.0","17,700 gp","Algorithm","True"
"Drow +2 Scale Mail","MM","MA|XPHB","Very Rare","No","17700.0","17,700 gp","Algorithm","True"
"Drow +2 Scimitar","MM","M|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Secret Stone Sword","MM","M","Very Rare","No","3268.04","3,268 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Sheathed Staff","MM","M|XPHB","Very Rare","No","3335.21","3,335 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Shepherd Crook","MM","M","Very Rare","No","3320.01","3,320 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Shortbow","MM","R|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Shortsword","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Shovel","MM","M","Very Rare","No","3320.01","3,320 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Sickle","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Side-handle Baton","MM","M|XPHB","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Sling","MM","R|XPHB","Very Rare","No","3315.0","3,315 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Sniper Rifle","MM","R|XPHB","Very Rare","No","3600.99","3,600 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Spear","MM","M|XPHB","Very Rare","No","3309.22","3,309 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Spiked Armor","MM","MA","Very Rare","No","17700.0","17,700 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Splint Armor","MM","HA|XPHB","Very Rare","No","18825.0","18,825 gp","Algorithm","True"
"Drow +2 Staff","MM","M","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Studded Leather Armor","MM","LA|XPHB","Very Rare","No","16750.0","16,750 gp","Algorithm","True"
"Drow +2 Submachine Gun","MM","R|XPHB","Very Rare","No","3420.21","3,420 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Sword","MM","M","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Tapper Sack","MM","M","Very Rare","No","3328.37","3,328 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Trident","MM","M|XPHB","Very Rare","No","3405.01","3,405 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Drow +2 Umbrella","MM","M","Very Rare","No","3294.02","3,294 gp","Amalgamated (DSA,MSRP,DMPG)","True"
